id,province,adcode,model,regYear,regMonth,forecastVolum
2691,山东,370000,3c974920a76ac9c1,2018,3,427
2692,山西,140000,3c974920a76ac9c1,2018,3,204
2693,广东,440000,3c974920a76ac9c1,2018,3,2947
2694,广西,450000,3c974920a76ac9c1,2018,3,336
2695,江苏,320000,3c974920a76ac9c1,2018,3,709
2696,江西,360000,3c974920a76ac9c1,2018,3,164
2697,河北,130000,3c974920a76ac9c1,2018,3,348
2698,河南,410000,3c974920a76ac9c1,2018,3,349
2699,浙江,330000,3c974920a76ac9c1,2018,3,726
2700,湖北,420000,3c974920a76ac9c1,2018,3,401
2701,湖南,430000,3c974920a76ac9c1,2018,3,304
2702,福建,350000,3c974920a76ac9c1,2018,3,293
2703,辽宁,210000,3c974920a76ac9c1,2018,3,728
2704,重庆,500000,3c974920a76ac9c1,2018,3,127
2705,陕西,610000,3c974920a76ac9c1,2018,3,289
2706,黑龙江,230000,3c974920a76ac9c1,2018,3,318
2707,上海,310000,3d7554f1f56dd664,2018,3,415
2708,云南,530000,3d7554f1f56dd664,2018,3,412
2709,内蒙古,150000,3d7554f1f56dd664,2018,3,344
2710,北京,110000,3d7554f1f56dd664,2018,3,411
2711,四川,510000,3d7554f1f56dd664,2018,3,788
2712,安徽,340000,3d7554f1f56dd664,2018,3,580
2713,山东,370000,3d7554f1f56dd664,2018,3,1116
2714,山西,140000,3d7554f1f56dd664,2018,3,389
2715,广东,440000,3d7554f1f56dd664,2018,3,10889
2716,广西,450000,3d7554f1f56dd664,2018,3,1155
2717,江苏,320000,3d7554f1f56dd664,2018,3,2048
2718,江西,360000,3d7554f1f56dd664,2018,3,614
2719,河北,130000,3d7554f1f56dd664,2018,3,1236
2720,河南,410000,3d7554f1f56dd664,2018,3,865
2721,浙江,330000,3d7554f1f56dd664,2018,3,1800
2722,湖北,420000,3d7554f1f56dd664,2018,3,991
2723,湖南,430000,3d7554f1f56dd664,2018,3,903
2724,福建,350000,3d7554f1f56dd664,2018,3,1362
2725,辽宁,210000,3d7554f1f56dd664,2018,3,1863
2726,重庆,500000,3d7554f1f56dd664,2018,3,279
2727,陕西,610000,3d7554f1f56dd664,2018,3,587
2728,黑龙江,230000,3d7554f1f56dd664,2018,3,1097
2729,上海,310000,2d0d2c3403909fdb,2018,3,165
2730,云南,530000,2d0d2c3403909fdb,2018,3,328
2731,内蒙古,150000,2d0d2c3403909fdb,2018,3,225
2732,北京,110000,2d0d2c3403909fdb,2018,3,397
2733,四川,510000,2d0d2c3403909fdb,2018,3,372
2734,安徽,340000,2d0d2c3403909fdb,2018,3,127
2735,山东,370000,2d0d2c3403909fdb,2018,3,355
2736,山西,140000,2d0d2c3403909fdb,2018,3,156
2737,广东,440000,2d0d2c3403909fdb,2018,3,1614
2738,广西,450000,2d0d2c3403909fdb,2018,3,172
2739,江苏,320000,2d0d2c3403909fdb,2018,3,401
2740,江西,360000,2d0d2c3403909fdb,2018,3,107
2741,河北,130000,2d0d2c3403909fdb,2018,3,439
2742,河南,410000,2d0d2c3403909fdb,2018,3,312
2743,浙江,330000,2d0d2c3403909fdb,2018,3,367
2744,湖北,420000,2d0d2c3403909fdb,2018,3,194
2745,湖南,430000,2d0d2c3403909fdb,2018,3,241
2746,福建,350000,2d0d2c3403909fdb,2018,3,117
2747,辽宁,210000,2d0d2c3403909fdb,2018,3,571
2748,重庆,500000,2d0d2c3403909fdb,2018,3,127
2749,陕西,610000,2d0d2c3403909fdb,2018,3,252
2750,黑龙江,230000,2d0d2c3403909fdb,2018,3,271
2751,上海,310000,a28bb927b6fcb33c,2018,3,239
2752,云南,530000,a28bb927b6fcb33c,2018,3,477
2753,内蒙古,150000,a28bb927b6fcb33c,2018,3,217
2754,北京,110000,a28bb927b6fcb33c,2018,3,163
2755,四川,510000,a28bb927b6fcb33c,2018,3,438
2756,安徽,340000,a28bb927b6fcb33c,2018,3,285
2757,山东,370000,a28bb927b6fcb33c,2018,3,447
2758,山西,140000,a28bb927b6fcb33c,2018,3,350
2759,广东,440000,a28bb927b6fcb33c,2018,3,5129
2760,广西,450000,a28bb927b6fcb33c,2018,3,612
2761,江苏,320000,a28bb927b6fcb33c,2018,3,1418
2762,江西,360000,a28bb927b6fcb33c,2018,3,449
2763,河北,130000,a28bb927b6fcb33c,2018,3,604
2764,河南,410000,a28bb927b6fcb33c,2018,3,768
2765,浙江,330000,a28bb927b6fcb33c,2018,3,1731
2766,湖北,420000,a28bb927b6fcb33c,2018,3,606
2767,湖南,430000,a28bb927b6fcb33c,2018,3,691
2768,福建,350000,a28bb927b6fcb33c,2018,3,963
2769,辽宁,210000,a28bb927b6fcb33c,2018,3,683
2770,重庆,500000,a28bb927b6fcb33c,2018,3,151
2771,陕西,610000,a28bb927b6fcb33c,2018,3,423
2772,黑龙江,230000,a28bb927b6fcb33c,2018,3,264
2773,上海,310000,17bc272c93f19d56,2018,3,229
2774,云南,530000,17bc272c93f19d56,2018,3,3900
2775,内蒙古,150000,17bc272c93f19d56,2018,3,632
2776,北京,110000,17bc272c93f19d56,2018,3,197
2777,四川,510000,17bc272c93f19d56,2018,3,1982
2778,安徽,340000,17bc272c93f19d56,2018,3,1715
2779,山东,370000,17bc272c93f19d56,2018,3,3509
2780,山西,140000,17bc272c93f19d56,2018,3,1621
2781,广东,440000,17bc272c93f19d56,2018,3,1727
2782,广西,450000,17bc272c93f19d56,2018,3,2597
2783,江苏,320000,17bc272c93f19d56,2018,3,1956
2784,江西,360000,17bc272c93f19d56,2018,3,1057
2785,河北,130000,17bc272c93f19d56,2018,3,5980
2786,河南,410000,17bc272c93f19d56,2018,3,4411
2787,浙江,330000,17bc272c93f19d56,2018,3,1491
2788,湖北,420000,17bc272c93f19d56,2018,3,1278
2789,湖南,430000,17bc272c93f19d56,2018,3,1800
2790,福建,350000,17bc272c93f19d56,2018,3,497
2791,辽宁,210000,17bc272c93f19d56,2018,3,1057
2792,重庆,500000,17bc272c93f19d56,2018,3,242
2793,陕西,610000,17bc272c93f19d56,2018,3,1584
2794,黑龙江,230000,17bc272c93f19d56,2018,3,767
2795,上海,310000,2a2ab41f8f6ff1cb,2018,3,487
2796,云南,530000,2a2ab41f8f6ff1cb,2018,3,695
2797,内蒙古,150000,2a2ab41f8f6ff1cb,2018,3,608
2798,北京,110000,2a2ab41f8f6ff1cb,2018,3,56
2799,四川,510000,2a2ab41f8f6ff1cb,2018,3,1131
2800,安徽,340000,2a2ab41f8f6ff1cb,2018,3,1128
2801,山东,370000,2a2ab41f8f6ff1cb,2018,3,2437
2802,山西,140000,2a2ab41f8f6ff1cb,2018,3,768
2803,广东,440000,2a2ab41f8f6ff1cb,2018,3,4981
2804,广西,450000,2a2ab41f8f6ff1cb,2018,3,660
2805,江苏,320000,2a2ab41f8f6ff1cb,2018,3,2313
2806,江西,360000,2a2ab41f8f6ff1cb,2018,3,1235
2807,河北,130000,2a2ab41f8f6ff1cb,2018,3,3506
2808,河南,410000,2a2ab41f8f6ff1cb,2018,3,3268
2809,浙江,330000,2a2ab41f8f6ff1cb,2018,3,1141
2810,湖北,420000,2a2ab41f8f6ff1cb,2018,3,1346
2811,湖南,430000,2a2ab41f8f6ff1cb,2018,3,1707
2812,福建,350000,2a2ab41f8f6ff1cb,2018,3,480
2813,辽宁,210000,2a2ab41f8f6ff1cb,2018,3,529
2814,重庆,500000,2a2ab41f8f6ff1cb,2018,3,663
2815,陕西,610000,2a2ab41f8f6ff1cb,2018,3,579
2816,黑龙江,230000,2a2ab41f8f6ff1cb,2018,3,556
2817,上海,310000,c06a2a387c0ee510,2018,3,1101
2818,云南,530000,c06a2a387c0ee510,2018,3,232
2819,内蒙古,150000,c06a2a387c0ee510,2018,3,189
2820,北京,110000,c06a2a387c0ee510,2018,3,1610
2821,四川,510000,c06a2a387c0ee510,2018,3,433
2822,安徽,340000,c06a2a387c0ee510,2018,3,432
2823,山东,370000,c06a2a387c0ee510,2018,3,1493
2824,山西,140000,c06a2a387c0ee510,2018,3,371
2825,广东,440000,c06a2a387c0ee510,2018,3,1319
2826,广西,450000,c06a2a387c0ee510,2018,3,144
2827,江苏,320000,c06a2a387c0ee510,2018,3,1433
2828,江西,360000,c06a2a387c0ee510,2018,3,274
2829,河北,130000,c06a2a387c0ee510,2018,3,922
2830,河南,410000,c06a2a387c0ee510,2018,3,1103
2831,浙江,330000,c06a2a387c0ee510,2018,3,1139
2832,湖北,420000,c06a2a387c0ee510,2018,3,273
2833,湖南,430000,c06a2a387c0ee510,2018,3,202
2834,福建,350000,c06a2a387c0ee510,2018,3,264
2835,辽宁,210000,c06a2a387c0ee510,2018,3,482
2836,重庆,500000,c06a2a387c0ee510,2018,3,170
2837,陕西,610000,c06a2a387c0ee510,2018,3,400
2838,黑龙江,230000,c06a2a387c0ee510,2018,3,299
2839,上海,310000,7023efdab9cedc03,2018,3,585
2840,云南,530000,7023efdab9cedc03,2018,3,123
2841,内蒙古,150000,7023efdab9cedc03,2018,3,55
2842,北京,110000,7023efdab9cedc03,2018,3,187
2843,四川,510000,7023efdab9cedc03,2018,3,260
2844,安徽,340000,7023efdab9cedc03,2018,3,823
2845,山东,370000,7023efdab9cedc03,2018,3,430
2846,山西,140000,7023efdab9cedc03,2018,3,87
2847,广东,440000,7023efdab9cedc03,2018,3,562
2848,广西,450000,7023efdab9cedc03,2018,3,105
2849,江苏,320000,7023efdab9cedc03,2018,3,1097
2850,江西,360000,7023efdab9cedc03,2018,3,301
2851,河北,130000,7023efdab9cedc03,2018,3,276
2852,河南,410000,7023efdab9cedc03,2018,3,650
2853,浙江,330000,7023efdab9cedc03,2018,3,1122
2854,湖北,420000,7023efdab9cedc03,2018,3,876
2855,湖南,430000,7023efdab9cedc03,2018,3,313
2856,福建,350000,7023efdab9cedc03,2018,3,239
2857,辽宁,210000,7023efdab9cedc03,2018,3,89
2858,重庆,500000,7023efdab9cedc03,2018,3,208
2859,陕西,610000,7023efdab9cedc03,2018,3,132
2860,黑龙江,230000,7023efdab9cedc03,2018,3,76
2861,上海,310000,af6f4f548684e14d,2018,3,1931
2862,云南,530000,af6f4f548684e14d,2018,3,576
2863,内蒙古,150000,af6f4f548684e14d,2018,3,357
2864,北京,110000,af6f4f548684e14d,2018,3,501
2865,四川,510000,af6f4f548684e14d,2018,3,1620
2866,安徽,340000,af6f4f548684e14d,2018,3,927
2867,山东,370000,af6f4f548684e14d,2018,3,1327
2868,山西,140000,af6f4f548684e14d,2018,3,434
2869,广东,440000,af6f4f548684e14d,2018,3,1223
2870,广西,450000,af6f4f548684e14d,2018,3,346
2871,江苏,320000,af6f4f548684e14d,2018,3,1499
2872,江西,360000,af6f4f548684e14d,2018,3,1076
2873,河北,130000,af6f4f548684e14d,2018,3,769
2874,河南,410000,af6f4f548684e14d,2018,3,1167
2875,浙江,330000,af6f4f548684e14d,2018,3,1102
2876,湖北,420000,af6f4f548684e14d,2018,3,1096
2877,湖南,430000,af6f4f548684e14d,2018,3,1157
2878,福建,350000,af6f4f548684e14d,2018,3,578
2879,辽宁,210000,af6f4f548684e14d,2018,3,358
2880,重庆,500000,af6f4f548684e14d,2018,3,396
2881,陕西,610000,af6f4f548684e14d,2018,3,405
2882,黑龙江,230000,af6f4f548684e14d,2018,3,222
2883,上海,310000,7cf283430b3b5e38,2018,3,1266
2884,云南,530000,7cf283430b3b5e38,2018,3,534
2885,内蒙古,150000,7cf283430b3b5e38,2018,3,409
2886,北京,110000,7cf283430b3b5e38,2018,3,230
2887,四川,510000,7cf283430b3b5e38,2018,3,1727
2888,安徽,340000,7cf283430b3b5e38,2018,3,2135
2889,山东,370000,7cf283430b3b5e38,2018,3,3546
2890,山西,140000,7cf283430b3b5e38,2018,3,1100
2891,广东,440000,7cf283430b3b5e38,2018,3,1888
2892,广西,450000,7cf283430b3b5e38,2018,3,1000
2893,江苏,320000,7cf283430b3b5e38,2018,3,4458
2894,江西,360000,7cf283430b3b5e38,2018,3,1523
2895,河北,130000,7cf283430b3b5e38,2018,3,2655
2896,河南,410000,7cf283430b3b5e38,2018,3,3581
2897,浙江,330000,7cf283430b3b5e38,2018,3,2949
2898,湖北,420000,7cf283430b3b5e38,2018,3,1797
2899,湖南,430000,7cf283430b3b5e38,2018,3,1857
2900,福建,350000,7cf283430b3b5e38,2018,3,1316
2901,辽宁,210000,7cf283430b3b5e38,2018,3,663
2902,重庆,500000,7cf283430b3b5e38,2018,3,592
2903,陕西,610000,7cf283430b3b5e38,2018,3,1057
2904,黑龙江,230000,7cf283430b3b5e38,2018,3,166
2905,上海,310000,d4efbebb087fd03f,2018,3,133
2906,云南,530000,d4efbebb087fd03f,2018,3,570
2907,内蒙古,150000,d4efbebb087fd03f,2018,3,417
2908,北京,110000,d4efbebb087fd03f,2018,3,353
2909,四川,510000,d4efbebb087fd03f,2018,3,1005
2910,安徽,340000,d4efbebb087fd03f,2018,3,1249
2911,山东,370000,d4efbebb087fd03f,2018,3,2119
2912,山西,140000,d4efbebb087fd03f,2018,3,695
2913,广东,440000,d4efbebb087fd03f,2018,3,1710
2914,广西,450000,d4efbebb087fd03f,2018,3,1247
2915,江苏,320000,d4efbebb087fd03f,2018,3,1998
2916,江西,360000,d4efbebb087fd03f,2018,3,744
2917,河北,130000,d4efbebb087fd03f,2018,3,2549
2918,河南,410000,d4efbebb087fd03f,2018,3,2394
2919,浙江,330000,d4efbebb087fd03f,2018,3,2159
2920,湖北,420000,d4efbebb087fd03f,2018,3,701
2921,湖南,430000,d4efbebb087fd03f,2018,3,3262
2922,福建,350000,d4efbebb087fd03f,2018,3,718
2923,辽宁,210000,d4efbebb087fd03f,2018,3,514
2924,重庆,500000,d4efbebb087fd03f,2018,3,1075
2925,陕西,610000,d4efbebb087fd03f,2018,3,3187
2926,黑龙江,230000,d4efbebb087fd03f,2018,3,138
2927,上海,310000,7245e0ee27b195cd,2018,3,127
2928,云南,530000,7245e0ee27b195cd,2018,3,682
2929,内蒙古,150000,7245e0ee27b195cd,2018,3,279
2930,北京,110000,7245e0ee27b195cd,2018,3,99
2931,四川,510000,7245e0ee27b195cd,2018,3,1448
2932,安徽,340000,7245e0ee27b195cd,2018,3,1097
2933,山东,370000,7245e0ee27b195cd,2018,3,2113
2934,山西,140000,7245e0ee27b195cd,2018,3,1514
2935,广东,440000,7245e0ee27b195cd,2018,3,3420
2936,广西,450000,7245e0ee27b195cd,2018,3,1124
2937,江苏,320000,7245e0ee27b195cd,2018,3,1087
2938,江西,360000,7245e0ee27b195cd,2018,3,449
2939,河北,130000,7245e0ee27b195cd,2018,3,2822
2940,河南,410000,7245e0ee27b195cd,2018,3,1215
2941,浙江,330000,7245e0ee27b195cd,2018,3,629
2942,湖北,420000,7245e0ee27b195cd,2018,3,463
2943,湖南,430000,7245e0ee27b195cd,2018,3,1330
2944,福建,350000,7245e0ee27b195cd,2018,3,350
2945,辽宁,210000,7245e0ee27b195cd,2018,3,362
2946,重庆,500000,7245e0ee27b195cd,2018,3,715
2947,陕西,610000,7245e0ee27b195cd,2018,3,2123
2948,黑龙江,230000,7245e0ee27b195cd,2018,3,564
2949,上海,310000,8c915fe4632fb9fa,2018,3,162
2950,云南,530000,8c915fe4632fb9fa,2018,3,1440
2951,内蒙古,150000,8c915fe4632fb9fa,2018,3,742
2952,北京,110000,8c915fe4632fb9fa,2018,3,141
2953,四川,510000,8c915fe4632fb9fa,2018,3,1403
2954,安徽,340000,8c915fe4632fb9fa,2018,3,1117
2955,山东,370000,8c915fe4632fb9fa,2018,3,1561
2956,山西,140000,8c915fe4632fb9fa,2018,3,1252
2957,广东,440000,8c915fe4632fb9fa,2018,3,885
2958,广西,450000,8c915fe4632fb9fa,2018,3,701
2959,江苏,320000,8c915fe4632fb9fa,2018,3,1348
2960,江西,360000,8c915fe4632fb9fa,2018,3,662
2961,河北,130000,8c915fe4632fb9fa,2018,3,1567
2962,河南,410000,8c915fe4632fb9fa,2018,3,2921
2963,浙江,330000,8c915fe4632fb9fa,2018,3,993
2964,湖北,420000,8c915fe4632fb9fa,2018,3,1014
2965,湖南,430000,8c915fe4632fb9fa,2018,3,1335
2966,福建,350000,8c915fe4632fb9fa,2018,3,456
2967,辽宁,210000,8c915fe4632fb9fa,2018,3,316
2968,重庆,500000,8c915fe4632fb9fa,2018,3,354
2969,陕西,610000,8c915fe4632fb9fa,2018,3,1054
2970,黑龙江,230000,8c915fe4632fb9fa,2018,3,748
2971,上海,310000,6155b214590c66e6,2018,3,492
2972,云南,530000,6155b214590c66e6,2018,3,2086
2973,内蒙古,150000,6155b214590c66e6,2018,3,1210
2974,北京,110000,6155b214590c66e6,2018,3,446
2975,四川,510000,6155b214590c66e6,2018,3,2118
2976,安徽,340000,6155b214590c66e6,2018,3,1806
2977,山东,370000,6155b214590c66e6,2018,3,3177
2978,山西,140000,6155b214590c66e6,2018,3,1128
2979,广东,440000,6155b214590c66e6,2018,3,2404
2980,广西,450000,6155b214590c66e6,2018,3,688
2981,江苏,320000,6155b214590c66e6,2018,3,3109
2982,江西,360000,6155b214590c66e6,2018,3,1143
2983,河北,130000,6155b214590c66e6,2018,3,3147
2984,河南,410000,6155b214590c66e6,2018,3,3592
2985,浙江,330000,6155b214590c66e6,2018,3,4670
2986,湖北,420000,6155b214590c66e6,2018,3,1593
2987,湖南,430000,6155b214590c66e6,2018,3,1885
2988,福建,350000,6155b214590c66e6,2018,3,758
2989,辽宁,210000,6155b214590c66e6,2018,3,1074
2990,重庆,500000,6155b214590c66e6,2018,3,778
2991,陕西,610000,6155b214590c66e6,2018,3,1964
2992,黑龙江,230000,6155b214590c66e6,2018,3,755
2993,上海,310000,28e29f2c03dcd84c,2018,3,743
2994,云南,530000,28e29f2c03dcd84c,2018,3,419
2995,内蒙古,150000,28e29f2c03dcd84c,2018,3,462
2996,北京,110000,28e29f2c03dcd84c,2018,3,1114
2997,四川,510000,28e29f2c03dcd84c,2018,3,704
2998,安徽,340000,28e29f2c03dcd84c,2018,3,822
2999,山东,370000,28e29f2c03dcd84c,2018,3,1249
3000,山西,140000,28e29f2c03dcd84c,2018,3,752
3001,广东,440000,28e29f2c03dcd84c,2018,3,612
3002,广西,450000,28e29f2c03dcd84c,2018,3,144
3003,江苏,320000,28e29f2c03dcd84c,2018,3,1602
3004,江西,360000,28e29f2c03dcd84c,2018,3,356
3005,河北,130000,28e29f2c03dcd84c,2018,3,1686
3006,河南,410000,28e29f2c03dcd84c,2018,3,1191
3007,浙江,330000,28e29f2c03dcd84c,2018,3,701
3008,湖北,420000,28e29f2c03dcd84c,2018,3,321
3009,湖南,430000,28e29f2c03dcd84c,2018,3,440
3010,福建,350000,28e29f2c03dcd84c,2018,3,236
3011,辽宁,210000,28e29f2c03dcd84c,2018,3,213
3012,重庆,500000,28e29f2c03dcd84c,2018,3,434
3013,陕西,610000,28e29f2c03dcd84c,2018,3,547
3014,黑龙江,230000,28e29f2c03dcd84c,2018,3,128
3015,上海,310000,37aa9169b575ef79,2018,3,95
3016,云南,530000,37aa9169b575ef79,2018,3,1657
3017,内蒙古,150000,37aa9169b575ef79,2018,3,1170
3018,北京,110000,37aa9169b575ef79,2018,3,470
3019,四川,510000,37aa9169b575ef79,2018,3,3496
3020,安徽,340000,37aa9169b575ef79,2018,3,719
3021,山东,370000,37aa9169b575ef79,2018,3,3164
3022,山西,140000,37aa9169b575ef79,2018,3,2310
3023,广东,440000,37aa9169b575ef79,2018,3,1865
3024,广西,450000,37aa9169b575ef79,2018,3,433
3025,江苏,320000,37aa9169b575ef79,2018,3,1008
3026,江西,360000,37aa9169b575ef79,2018,3,576
3027,河北,130000,37aa9169b575ef79,2018,3,3260
3028,河南,410000,37aa9169b575ef79,2018,3,1966
3029,浙江,330000,37aa9169b575ef79,2018,3,684
3030,湖北,420000,37aa9169b575ef79,2018,3,564
3031,湖南,430000,37aa9169b575ef79,2018,3,1424
3032,福建,350000,37aa9169b575ef79,2018,3,548
3033,辽宁,210000,37aa9169b575ef79,2018,3,2269
3034,重庆,500000,37aa9169b575ef79,2018,3,403
3035,陕西,610000,37aa9169b575ef79,2018,3,727
3036,黑龙江,230000,37aa9169b575ef79,2018,3,2024
3037,上海,310000,63065128401bb3ff,2018,3,2131
3038,云南,530000,63065128401bb3ff,2018,3,2320
3039,内蒙古,150000,63065128401bb3ff,2018,3,1050
3040,北京,110000,63065128401bb3ff,2018,3,304
3041,四川,510000,63065128401bb3ff,2018,3,4381
3042,安徽,340000,63065128401bb3ff,2018,3,3909
3043,山东,370000,63065128401bb3ff,2018,3,5930
3044,山西,140000,63065128401bb3ff,2018,3,2221
3045,广东,440000,63065128401bb3ff,2018,3,1763
3046,广西,450000,63065128401bb3ff,2018,3,962
3047,江苏,320000,63065128401bb3ff,2018,3,6783
3048,江西,360000,63065128401bb3ff,2018,3,2839
3049,河北,130000,63065128401bb3ff,2018,3,7001
3050,河南,410000,63065128401bb3ff,2018,3,8688
3051,浙江,330000,63065128401bb3ff,2018,3,3628
3052,湖北,420000,63065128401bb3ff,2018,3,2437
3053,湖南,430000,63065128401bb3ff,2018,3,3492
3054,福建,350000,63065128401bb3ff,2018,3,1101
3055,辽宁,210000,63065128401bb3ff,2018,3,1259
3056,重庆,500000,63065128401bb3ff,2018,3,1880
3057,陕西,610000,63065128401bb3ff,2018,3,1265
3058,黑龙江,230000,63065128401bb3ff,2018,3,455
3059,上海,310000,ea489c253676aafc,2018,3,503
3060,云南,530000,ea489c253676aafc,2018,3,1492
3061,内蒙古,150000,ea489c253676aafc,2018,3,1733
3062,北京,110000,ea489c253676aafc,2018,3,252
3063,四川,510000,ea489c253676aafc,2018,3,1214
3064,安徽,340000,ea489c253676aafc,2018,3,2547
3065,山东,370000,ea489c253676aafc,2018,3,8700
3066,山西,140000,ea489c253676aafc,2018,3,3832
3067,广东,440000,ea489c253676aafc,2018,3,522
3068,广西,450000,ea489c253676aafc,2018,3,303
3069,江苏,320000,ea489c253676aafc,2018,3,1326
3070,江西,360000,ea489c253676aafc,2018,3,513
3071,河北,130000,ea489c253676aafc,2018,3,9532
3072,河南,410000,ea489c253676aafc,2018,3,4379
3073,浙江,330000,ea489c253676aafc,2018,3,1308
3074,湖北,420000,ea489c253676aafc,2018,3,355
3075,湖南,430000,ea489c253676aafc,2018,3,657
3076,福建,350000,ea489c253676aafc,2018,3,324
3077,辽宁,210000,ea489c253676aafc,2018,3,2014
3078,重庆,500000,ea489c253676aafc,2018,3,414
3079,陕西,610000,ea489c253676aafc,2018,3,786
3080,黑龙江,230000,ea489c253676aafc,2018,3,1150
3081,上海,310000,cd5841d44fd7625e,2018,3,262
3082,云南,530000,cd5841d44fd7625e,2018,3,684
3083,内蒙古,150000,cd5841d44fd7625e,2018,3,560
3084,北京,110000,cd5841d44fd7625e,2018,3,1089
3085,四川,510000,cd5841d44fd7625e,2018,3,818
3086,安徽,340000,cd5841d44fd7625e,2018,3,665
3087,山东,370000,cd5841d44fd7625e,2018,3,2038
3088,山西,140000,cd5841d44fd7625e,2018,3,494
3089,广东,440000,cd5841d44fd7625e,2018,3,1069
3090,广西,450000,cd5841d44fd7625e,2018,3,316
3091,江苏,320000,cd5841d44fd7625e,2018,3,1319
3092,江西,360000,cd5841d44fd7625e,2018,3,264
3093,河北,130000,cd5841d44fd7625e,2018,3,2103
3094,河南,410000,cd5841d44fd7625e,2018,3,1802
3095,浙江,330000,cd5841d44fd7625e,2018,3,867
3096,湖北,420000,cd5841d44fd7625e,2018,3,597
3097,湖南,430000,cd5841d44fd7625e,2018,3,491
3098,福建,350000,cd5841d44fd7625e,2018,3,348
3099,辽宁,210000,cd5841d44fd7625e,2018,3,717
3100,重庆,500000,cd5841d44fd7625e,2018,3,428
3101,陕西,610000,cd5841d44fd7625e,2018,3,789
3102,黑龙江,230000,cd5841d44fd7625e,2018,3,861
3103,上海,310000,b25c4e2e3856af22,2018,3,353
3104,云南,530000,b25c4e2e3856af22,2018,3,459
3105,内蒙古,150000,b25c4e2e3856af22,2018,3,58
3106,北京,110000,b25c4e2e3856af22,2018,3,88
3107,四川,510000,b25c4e2e3856af22,2018,3,299
3108,安徽,340000,b25c4e2e3856af22,2018,3,785
3109,山东,370000,b25c4e2e3856af22,2018,3,732
3110,山西,140000,b25c4e2e3856af22,2018,3,6
3111,广东,440000,b25c4e2e3856af22,2018,3,1061
3112,广西,450000,b25c4e2e3856af22,2018,3,216
3113,江苏,320000,b25c4e2e3856af22,2018,3,484
3114,江西,360000,b25c4e2e3856af22,2018,3,577
3115,河北,130000,b25c4e2e3856af22,2018,3,673
3116,河南,410000,b25c4e2e3856af22,2018,3,358
3117,浙江,330000,b25c4e2e3856af22,2018,3,326
3118,湖北,420000,b25c4e2e3856af22,2018,3,99
3119,湖南,430000,b25c4e2e3856af22,2018,3,736
3120,福建,350000,b25c4e2e3856af22,2018,3,411
3121,辽宁,210000,b25c4e2e3856af22,2018,3,109
3122,重庆,500000,b25c4e2e3856af22,2018,3,149
3123,陕西,610000,b25c4e2e3856af22,2018,3,255
3124,黑龙江,230000,b25c4e2e3856af22,2018,3,117
3125,上海,310000,4a103c30d593fbbe,2018,3,549
3126,云南,530000,4a103c30d593fbbe,2018,3,1100
3127,内蒙古,150000,4a103c30d593fbbe,2018,3,905
3128,北京,110000,4a103c30d593fbbe,2018,3,319
3129,四川,510000,4a103c30d593fbbe,2018,3,4182
3130,安徽,340000,4a103c30d593fbbe,2018,3,2314
3131,山东,370000,4a103c30d593fbbe,2018,3,2343
3132,山西,140000,4a103c30d593fbbe,2018,3,701
3133,广东,440000,4a103c30d593fbbe,2018,3,1988
3134,广西,450000,4a103c30d593fbbe,2018,3,352
3135,江苏,320000,4a103c30d593fbbe,2018,3,3916
3136,江西,360000,4a103c30d593fbbe,2018,3,835
3137,河北,130000,4a103c30d593fbbe,2018,3,4379
3138,河南,410000,4a103c30d593fbbe,2018,3,3160
3139,浙江,330000,4a103c30d593fbbe,2018,3,3382
3140,湖北,420000,4a103c30d593fbbe,2018,3,1292
3141,湖南,430000,4a103c30d593fbbe,2018,3,803
3142,福建,350000,4a103c30d593fbbe,2018,3,1081
3143,辽宁,210000,4a103c30d593fbbe,2018,3,968
3144,重庆,500000,4a103c30d593fbbe,2018,3,665
3145,陕西,610000,4a103c30d593fbbe,2018,3,1229
3146,黑龙江,230000,4a103c30d593fbbe,2018,3,918
3147,上海,310000,7a7885e2d7c00bcf,2018,3,1109
3148,云南,530000,7a7885e2d7c00bcf,2018,3,351
3149,内蒙古,150000,7a7885e2d7c00bcf,2018,3,305
3150,北京,110000,7a7885e2d7c00bcf,2018,3,795
3151,四川,510000,7a7885e2d7c00bcf,2018,3,765
3152,安徽,340000,7a7885e2d7c00bcf,2018,3,928
3153,山东,370000,7a7885e2d7c00bcf,2018,3,1874
3154,山西,140000,7a7885e2d7c00bcf,2018,3,280
3155,广东,440000,7a7885e2d7c00bcf,2018,3,857
3156,广西,450000,7a7885e2d7c00bcf,2018,3,225
3157,江苏,320000,7a7885e2d7c00bcf,2018,3,2237
3158,江西,360000,7a7885e2d7c00bcf,2018,3,375
3159,河北,130000,7a7885e2d7c00bcf,2018,3,1542
3160,河南,410000,7a7885e2d7c00bcf,2018,3,1173
3161,浙江,330000,7a7885e2d7c00bcf,2018,3,1842
3162,湖北,420000,7a7885e2d7c00bcf,2018,3,487
3163,湖南,430000,7a7885e2d7c00bcf,2018,3,467
3164,福建,350000,7a7885e2d7c00bcf,2018,3,403
3165,辽宁,210000,7a7885e2d7c00bcf,2018,3,412
3166,重庆,500000,7a7885e2d7c00bcf,2018,3,148
3167,陕西,610000,7a7885e2d7c00bcf,2018,3,415
3168,黑龙江,230000,7a7885e2d7c00bcf,2018,3,406
3169,上海,310000,346393c2c6305fb1,2018,3,89
3170,云南,530000,346393c2c6305fb1,2018,3,86
